gene_id,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
PA14_41090,98,0.0016819127825371473,0.0016804999511840202,99.88141909878514,139.0,4.941642422609304,7
PA14_41130,57,0.0008349063452882242,0.0008345580048597951,99.93102947582402,69.0,4.248495242049359,3
PA14_41190,78,0.0012947098397947823,0.0012938724257377,99.90561928270655,107.0,4.68213122712422,10
PA14_41210,20,0.0002904022070567736,0.0002903600484976035,99.9757998160786,24.0,3.2188758248682006,5
PA14_41220,157,0.0025168191278253714,0.0025136572427150203,99.81002855621702,208.0,5.342334251964811,13
PA14_41230,148,0.0025168191278253714,0.0025136572427150203,99.82091863898165,208.0,5.342334251964811,17
PA14_41250,77,0.0013552102995982769,0.0013542928309353182,99.90682929190262,112.0,4.727387818712341,16
PA14_41270,37,0.000605004598034945,0.0006048216565363696,99.95522965974541,50.0,3.9318256327243257,3
PA14_41360,56,0.0010890082764629012,0.0010884157370976305,99.93223948502009,90.0,4.51085950651685,4
PA14_41380,61,0.0009922075407773098,0.000991715628234655,99.92618943903973,82.0,4.418840607796598,7
PA14_41390,106,0.0015246115870480616,0.001523450546742906,99.87173902521658,126.0,4.844187086458591,4
PA14_41440,242,0.0039083297033057456,0.0039007120245865235,99.70717777455108,323.0,5.780743515792329,10
PA14_41470,279,0.004598034945065582,0.004587496274822317,99.6624074342965,380.0,5.942799375126701,15
PA14_41570,591,0.009764774212284014,0.00971740690897145,99.2848845651227,807.0,6.694562058521095,58
PA14_41575,60,0.0010043076327380088,0.001003803653232838,99.9273994482358,83.0,4.430816798843313,6
PA14_41670,67,0.0013431102076375781,0.0013422090419422947,99.91892938386331,111.0,4.718498871295094,7
PA14_41710,53,0.0009680073568559121,0.0009675391398684125,99.9358695126083,80.0,4.394449154672439,4
PA14_41730,38,0.0006413048739170418,0.0006410993258210226,99.95401965054934,53.0,3.9889840465642745,4
PA14_42670,43,0.0007139054256812352,0.0007136507164211659,99.947969604569,59.0,4.0943445622221,3
PA14_42690,25,0.00043560331058516046,0.0004355084630060108,99.96974977009825,36.0,3.6109179126442243,3
PA14_42860,71,0.0010285078166594067,0.00102797926487699,99.91408934707904,85.0,4.454347296253507,9
PA14_43110,14,0.0003025022990174725,0.0003024565544220148,99.98305987125502,25.0,3.258096538021482,3
PA14_43130,14,0.00026620202313537583,0.0002661665976635639,99.98305987125502,22.0,3.1354942159291497,5
PA14_43270,35,0.0005445041382314506,0.0005443559496436011,99.95764967813756,45.0,3.828641396489095,3
PA14_43640,13,0.00020570156333188133,0.00020568040966614776,99.9842698804511,17.0,2.8903717578961645,5
PA14_43680,39,0.0006292047819563428,0.0006290069156221365,99.95280964135328,52.0,3.970291913552122,8
PA14_43690,256,0.00429553264604811,0.004286333180685281,99.6902376458061,355.0,5.87493073085203,11
PA14_43850,204,0.0034001258409563913,0.003394358482554615,99.75315812400174,281.0,5.641907070938114,14
PA14_43940,198,0.0032670248293887034,0.0032616996988411116,99.76041817917816,270.0,5.602118820879701,18
PA14_43950,537,0.00925657034993466,0.009213990860943199,99.35022506171047,765.0,6.641182169740591,40
PA14_43970,168,0.0030250229901747252,0.0030204568143361796,99.79671845506026,250.0,5.5254529391317835,19
PA14_44000,124,0.0021659164609651033,0.002163574245326373,99.84995885968733,179.0,5.19295685089021,11
PA14_44010,459,0.007852959682493587,0.007822285677768215,99.44460577900392,649.0,6.476972362889683,24
PA14_44020,229,0.0036300275882096703,0.003623454939193306,99.7229078941,300.0,5.707110264748875,11
PA14_44030,298,0.004985237887807947,0.004972852734311707,99.63941725957118,412.0,6.023447592961033,18
PA14_44050,61,0.0010406079086201056,0.001040066851530024,99.92618943903973,86.0,4.465908118654584,8
PA14_44060,91,0.001488311311165965,0.001487204873566173,99.88988916315765,123.0,4.820281565605037,11
PA14_44070,130,0.0022022167368472,0.0021997954117726295,99.84269880451092,182.0,5.209486152841421,8
PA14_44290,21,0.00043560331058516046,0.0004355084630060108,99.97458980688253,36.0,3.6109179126442243,4
PA14_44300,51,0.0007865059774454286,0.0007861968436988902,99.93828953100044,65.0,4.189654742026425,6
PA14_44340,316,0.005324040462707517,0.005309917863300474,99.61763709404191,440.0,6.089044875446846,17
PA14_44360,63,0.0009438071729345143,0.0009433620669854487,99.9237694206476,78.0,4.3694478524670215,7
PA14_44370,265,0.0046222351289869805,0.00461158540460367,99.67934756304147,382.0,5.948034989180646,17
PA14_44400,120,0.001996515173515319,0.001994524785882055,99.8547988964716,165.0,5.111987788356544,10
PA14_44420,61,0.0008954068050917187,0.0008950061675562969,99.92618943903973,74.0,4.31748811353631,4
PA14_44470,279,0.004815836600358163,0.004804277555403426,99.6624074342965,398.0,5.988961416889864,12
PA14_44630,22,0.0003509026668602681,0.00035084111491820273,99.97337979768646,29.0,3.4011973816621555,4
PA14_45590,27,0.00045980349450655826,0.00045969781727237815,99.96732975170612,38.0,3.6635616461296463,3
PA14_45620,66,0.0013431102076375781,0.0013422090419422947,99.92013939305939,111.0,4.718498871295094,4
PA14_45630,87,0.0015609118629301582,0.001559694906218431,99.89472919994192,129.0,4.867534450455582,5
PA14_45940,66,0.001222109288030589,0.0012213631203450766,99.92013939305939,101.0,4.624972813284271,10
PA14_45970,34,0.0005082038623493539,0.0005080747705012992,99.95885968733363,42.0,3.7612001156935624,5
PA14_46160,29,0.00039930303470306377,0.00039922333446196185,99.96490973331397,33.0,3.5263605246161616,5
PA14_46450,24,0.000363002758820967,0.0003629368892595841,99.97095977929432,30.0,3.4339872044851463,5
PA14_47160,45,0.0006776051497991384,0.0006773756790841288,99.94554958617685,56.0,4.04305126783455,5
PA14_47180,136,0.0024926189439039735,0.0024895175220104168,99.83543874933449,206.0,5.332718793265369,4
PA14_47190,109,0.0017908136101834375,0.001789212015310413,99.86810899762838,148.0,5.003946305945459,8
PA14_47210,30,0.0006655050578384396,0.0006652837075484825,99.9636997241179,55.0,4.02535169073515,4
PA14_47460,15,0.00025410193117467693,0.00025406965274685504,99.98184986205895,21.0,3.091042453358316,3
PA14_47540,126,0.0020812158172402112,0.0020790530878191773,99.84753884129519,172.0,5.153291594497779,6
PA14_48870,13,0.0001936014713711824,0.00019358273302479915,99.9842698804511,16.0,2.833213344056216,4
PA14_49200,193,0.0030129228982140265,0.003008393142274895,99.7664682251585,249.0,5.521460917862246,16
PA14_49460,339,0.005566042301921495,0.0055506091297764385,99.5898068825323,460.0,6.133398042996649,27
PA14_49470,157,0.002468418759982576,0.0024653772185656304,99.81002855621702,204.0,5.3230099791384085,7
PA14_49480,31,0.00041140312666376267,0.0004113185236006294,99.96248971492183,34.0,3.5553480614894135,3
PA14_50130,25,0.00042350321862446157,0.00042341356644746617,99.96974977009825,35.0,3.58351893845611,3
PA14_50140,53,0.000738105609602633,0.0007378333436229634,99.9358695126083,61.0,4.127134385045092,5
PA14_50220,31,0.0005082038623493539,0.0005080747705012992,99.96248971492183,42.0,3.7612001156935624,5
PA14_50270,133,0.001960214897633222,0.001958296183396433,99.8390687769227,162.0,5.093750200806762,6
PA14_50290,464,0.007211654808576545,0.007185775174872174,99.43855573302358,596.0,6.391917113392602,29
PA14_50300,31,0.0005566042301921495,0.0005564493835138286,99.96248971492183,46.0,3.8501476017100584,3
PA14_50340,84,0.0013794104835196748,0.0013784599708763182,99.89835922753014,114.0,4.74493212836325,3
PA14_50360,42,0.0008107061613668264,0.0008103777166295812,99.94917961376505,67.0,4.219507705176107,5
PA14_50450,63,0.0010527080005808044,0.001052154292075073,99.9237694206476,87.0,4.477336814478207,3
PA14_50470,22,0.000363002758820967,0.0003629368892595841,99.97337979768646,30.0,3.4339872044851463,3
PA14_50500,17,0.0003025022990174725,0.0003024565544220148,99.97942984366681,25.0,3.258096538021482,4
PA14_50520,35,0.0005687043221528484,0.0005685426711346822,99.95764967813756,47.0,3.8712010109078907,5
PA14_50660,57,0.0008712066211703209,0.0008708273409535739,99.93102947582402,72.0,4.290459441148391,4
PA14_50980,29,0.0005203039543100528,0.0005201686431408739,99.96490973331397,43.0,3.784189633918261,3
PA14_51010,7,0.00013310101156768791,0.00013309215441396978,99.99152993562751,11.0,2.4849066497880004,3
PA14_51270,54,0.0008954068050917187,0.0008950061675562969,99.93465950341222,74.0,4.31748811353631,6
PA14_51380,6,0.00012100091960698902,0.00012099359958619635,99.99273994482358,10.0,2.3978952727983707,3
PA14_51430,66,0.0010406079086201056,0.001040066851530024,99.92013939305939,86.0,4.465908118654584,4
PA14_51530,36,0.0005324040462707517,0.0005322623695204619,99.95643966894148,44.0,3.8066624897703196,3
PA14_51710,116,0.002044915541358114,0.0020428275476018468,99.8596389332559,169.0,5.135798437050262,7
PA14_51720,239,0.004126131358598325,0.004117642222120606,99.7108078021393,341.0,5.834810737062605,15
PA14_51770,19,0.00026620202313537583,0.0002661665976635639,99.97700982527468,22.0,3.1354942159291497,3
PA14_51820,33,0.0005203039543100528,0.0005201686431408739,99.9600696965297,43.0,3.784189633918261,4
PA14_51830,77,0.00121000919606989,0.0012092777249410054,99.90682929190262,100.0,4.61512051684126,6
PA14_51880,132,0.002069115725279512,0.0020669780535561206,99.84027878611877,171.0,5.147494476813453,11
PA14_51900,76,0.0011979091041091911,0.001197192183478387,99.90803930109868,99.0,4.605170185988092,6
PA14_52040,56,0.0007018053337205362,0.0007015591835169346,99.93223948502009,58.0,4.07753744390572,3
PA14_52130,50,0.000738105609602633,0.0007378333436229634,99.93949954019651,61.0,4.127134385045092,3
PA14_52180,25,0.0003872029427423648,0.0003871279990279244,99.96974977009825,32.0,3.4965075614664802,3
PA14_52580,21,0.00048400367842795606,0.0004838865864280391,99.97458980688253,40.0,3.713572066704308,6
PA14_52600,159,0.002444218576061178,0.002441236332352525,99.80760853782489,202.0,5.313205979041787,14
PA14_52720,60,0.0010406079086201056,0.001040066851530024,99.9273994482358,86.0,4.465908118654584,4
PA14_52980,45,0.0009559072648952132,0.0009554506764932871,99.94554958617685,79.0,4.382026634673881,3
PA14_53180,27,0.00041140312666376267,0.0004113185236006294,99.96732975170612,34.0,3.5553480614894135,5
PA14_53500,34,0.0005082038623493539,0.0005080747705012992,99.95885968733363,42.0,3.7612001156935624,3
PA14_54170,87,0.0012463094719519867,0.0012455334729916984,99.89472919994192,103.0,4.6443908991413725,3
PA14_54210,46,0.0007744058854847296,0.0007741061879620291,99.9443395769808,64.0,4.174387269895637,6
PA14_54350,33,0.0005808044141135473,0.0005806358125096988,99.9600696965297,48.0,3.8918202981106265,3
PA14_54370,48,0.0008833067131310198,0.0008829168273318923,99.94191955858864,73.0,4.304065093204169,4
PA14_54390,55,0.0008954068050917187,0.0008950061675562969,99.93344949421615,74.0,4.31748811353631,6
PA14_55050,16,0.0003146023909781714,0.0003145529140227405,99.98063985286288,26.0,3.295836866004329,5
PA14_55180,102,0.0015851120468515561,0.0015838570827484682,99.87657906200087,131.0,4.882801922586371,5
PA14_55631,1010,0.015451817433812498,0.01533365377706546,98.7778907119694,1277.0,7.15305163493748,73
PA14_56010,52,0.0007986060694061275,0.0007982873532535627,99.93707952180436,66.0,4.204692619390966,4
PA14_56060,30,0.0005082038623493539,0.0005080747705012992,99.9636997241179,42.0,3.7612001156935624,3
PA14_56070,133,0.0022385170127292965,0.002236015266293507,99.8390687769227,185.0,5.225746673713202,15
PA14_56240,60,0.0009075068970524176,0.0009070953616303211,99.9273994482358,75.0,4.330733340286331,3
PA14_56300,32,0.0005808044141135473,0.0005806358125096988,99.96127970572576,48.0,3.8918202981106265,5
PA14_56590,104,0.0019239146217511253,0.0019220662683516207,99.87415904360873,159.0,5.075173815233827,11
PA14_56780,258,0.004029330622912734,0.004021234610665016,99.68781762741396,333.0,5.8111409929767,19
PA14_57010,2158,0.036034073858961325,0.03540003312168512,97.38880015488117,2978.0,7.999342952713282,149
PA14_57020,516,0.007961860510139878,0.007930332137851118,99.37563525482793,658.0,6.490723534502507,39
PA14_57220,80,0.0015488117709694593,0.001547613599020845,99.90319926431441,128.0,4.859812404361672,7
PA14_57260,70,0.00121000919606989,0.0012092777249410054,99.91529935627511,100.0,4.61512051684126,4
PA14_57275,81,0.0013431102076375781,0.0013422090419422947,99.90198925511834,111.0,4.718498871295094,11
PA14_57290,77,0.0013794104835196748,0.0013784599708763182,99.90682929190262,114.0,4.74493212836325,5
PA14_57320,42,0.0006655050578384396,0.0006652837075484825,99.94917961376505,55.0,4.02535169073515,3
PA14_57425,5,8.47006437248923e-05,8.469705682790883e-05,99.99394995401964,7.0,2.0794415416798357,3
PA14_57460,14,0.00022990174725327913,0.0002298753238963571,99.98305987125502,19.0,2.995732273553991,3
PA14_57480,16,0.00039930303470306377,0.00039922333446196185,99.98063985286288,33.0,3.5263605246161616,4
PA14_57500,37,0.0006534049658777406,0.0006531915897952925,99.95522965974541,54.0,4.007333185232471,3
PA14_57560,475,0.007780359130729393,0.007750248218258132,99.4252456318668,643.0,6.467698726104354,28
PA14_57570,97,0.0016698126905764484,0.0016684201033899556,99.88262910798123,138.0,4.9344739331306915,8
PA14_57580,80,0.0012826097478340836,0.0012817879066107803,99.90319926431441,106.0,4.672828834461906,9
PA14_57590,107,0.0017908136101834375,0.001789212015310413,99.87052901602053,148.0,5.003946305945459,13
PA14_57810,31,0.00048400367842795606,0.0004838865864280391,99.96248971492183,40.0,3.713572066704308,4
PA14_57840,165,0.0024926189439039735,0.0024895175220104168,99.80034848264847,206.0,5.332718793265369,9
PA14_57850,53,0.0008228062533275253,0.0008224679338304806,99.9358695126083,68.0,4.23410650459726,3
PA14_57870,12,0.0001694012874497846,0.0001693869406719087,99.98547988964717,14.0,2.70805020110221,3
PA14_57950,86,0.0012584095639126857,0.0012576184302413092,99.89593920913798,104.0,4.653960350157523,5
PA14_57960,164,0.00242001839213978,0.0024170948633429634,99.80155849184453,200.0,5.303304908059076,7
PA14_57970,109,0.0016940128744978463,0.001692579653057125,99.86810899762838,140.0,4.948759890378168,6
PA14_58180,41,0.0007139054256812352,0.0007136507164211659,99.95038962296114,59.0,4.0943445622221,4
PA14_58190,77,0.001113208460384299,0.001112589303304162,99.90682929190262,92.0,4.532599493153256,5
PA14_58300,30,0.0005929045060742462,0.0005927288076424157,99.9636997241179,49.0,3.912023005428146,4
PA14_58375,26,0.00047190358646725716,0.0004717922749872778,99.96853976090219,39.0,3.6888794541139363,3
PA14_58390,102,0.0016335124146943517,0.0016321796844467461,99.87657906200087,135.0,4.912654885736052,11
PA14_58410,25,0.00039930303470306377,0.00039922333446196185,99.96974977009825,33.0,3.5263605246161616,3
PA14_58730,36,0.0005445041382314506,0.0005443559496436011,99.95643966894148,45.0,3.828641396489095,8
PA14_58760,20,0.000363002758820967,0.0003629368892595841,99.9757998160786,30.0,3.4339872044851463,4
PA14_59780,24,0.000363002758820967,0.0003629368892595841,99.97095977929432,30.0,3.4339872044851463,3
PA14_59790,13,0.00021780165529258023,0.00021777793995548676,99.9842698804511,18.0,2.9444389791664403,3
PA14_59840,262,0.0045012342093799914,0.004491133952415784,99.68297759062969,372.0,5.921578419643816,26
PA14_60160,5,7.26005517641934e-05,7.259791647168353e-05,99.99394995401964,6.0,1.9459101490553132,3
PA14_60190,84,0.001488311311165965,0.001487204873566173,99.89835922753014,123.0,4.820281565605037,10
PA14_60230,26,0.0003388025748995692,0.00033874519426729474,99.96853976090219,28.0,3.367295829986474,3
PA14_60310,24,0.0003388025748995692,0.00033874519426729474,99.97095977929432,28.0,3.367295829986474,4
PA14_60330,107,0.0016940128744978463,0.001692579653057125,99.87052901602053,140.0,4.948759890378168,8
PA14_60370,145,0.002444218576061178,0.002441236332352525,99.82454866656987,202.0,5.313205979041787,9
PA14_60445,39,0.0005929045060742462,0.0005927288076424157,99.95280964135328,49.0,3.912023005428146,3
PA14_60450,52,0.0009075068970524176,0.0009070953616303211,99.93707952180436,75.0,4.330733340286331,3
PA14_60460,262,0.0043318329219302065,0.004322477541265356,99.68297759062969,358.0,5.883322388488279,22
PA14_60490,88,0.0016819127825371473,0.0016804999511840202,99.89351919074585,139.0,4.941642422609304,6
PA14_60800,73,0.0011253085523449979,0.0011246758672754705,99.9116693286869,93.0,4.543294782270004,7
PA14_61150,69,0.0011979091041091911,0.001197192183478387,99.91650936547117,99.0,4.605170185988092,3
PA14_61250,100,0.0015488117709694593,0.001547613599020845,99.87899908039302,128.0,4.859812404361672,4
PA14_61400,114,0.0020328154493974154,0.002030752075903587,99.86205895164804,168.0,5.1298987149230735,8
PA14_61650,23,0.0003267024829388703,0.00032664912730332054,99.97216978849039,27.0,3.332204510175204,3
PA14_61770,72,0.001234209379991288,0.001233448369694131,99.91287933788297,102.0,4.634728988229636,8
PA14_61780,244,0.003509026668602681,0.0035028843992529353,99.70475775615894,290.0,5.673323267171493,12
PA14_61790,16,0.0002783021150960747,0.0002782633962459666,99.98063985286288,23.0,3.1780538303479458,4
PA14_61820,112,0.0016456125066550507,0.0016442599700248442,99.86447897004017,136.0,4.919980925828125,4
PA14_61990,60,0.0009196069890131165,0.0009191844095574989,99.9273994482358,76.0,4.343805421853684,4
PA14_62060,494,0.00693335269348047,0.006909427527775662,99.40225545714148,573.0,6.352629396319567,62
PA14_62130,49,0.0009196069890131165,0.0009191844095574989,99.94070954939257,76.0,4.343805421853684,3
PA14_62150,24,0.0003872029427423648,0.0003871279990279244,99.97095977929432,32.0,3.4965075614664802,3
PA14_62230,22,0.00045980349450655826,0.00045969781727237815,99.97337979768646,38.0,3.6635616461296463,3
PA14_62490,76,0.001222109288030589,0.0012213631203450766,99.90803930109868,101.0,4.624972813284271,6
PA14_62590,62,0.0010043076327380088,0.001003803653232838,99.92497942984366,83.0,4.430816798843313,5
PA14_62710,208,0.0033396253811528967,0.003334061217017337,99.74831808721746,276.0,5.6240175061873385,16
PA14_62720,37,0.000617104689995644,0.0006169143591950977,99.95522965974541,51.0,3.9512437185814275,4
PA14_62740,40,0.0006776051497991384,0.0006773756790841288,99.95159963215721,56.0,4.04305126783455,4
PA14_62760,586,0.010079376603262184,0.010028918461380298,99.29093461110304,833.0,6.726233402358747,47
PA14_62770,73,0.0011011083684236,0.001100502593246059,99.9116693286869,91.0,4.5217885770490405,9
PA14_62830,53,0.0008712066211703209,0.0008708273409535739,99.9358695126083,72.0,4.290459441148391,4
PA14_62840,43,0.0008470064372489231,0.0008466479297210594,99.947969604569,70.0,4.2626798770413155,4
PA14_62850,25,0.00039930303470306377,0.00039922333446196185,99.96974977009825,33.0,3.5263605246161616,4
PA14_62860,76,0.001222109288030589,0.0012213631203450766,99.90803930109868,101.0,4.624972813284271,6
PA14_62880,6,0.0001452011035283868,0.00014519056286848518,99.99273994482358,12.0,2.5649493574615367,3
PA14_62900,23,0.00039930303470306377,0.00039922333446196185,99.97216978849039,33.0,3.5263605246161616,3
PA14_62910,138,0.002214316828807899,0.002211868842377716,99.83301873094236,183.0,5.214935757608986,8
PA14_62920,29,0.00043560331058516046,0.0004355084630060108,99.96490973331397,36.0,3.6109179126442243,3
PA14_62930,40,0.0006655050578384396,0.0006652837075484825,99.95159963215721,55.0,4.02535169073515,4
PA14_62940,12,0.00022990174725327913,0.0002298753238963571,99.98547988964717,19.0,2.995732273553991,3
PA14_62960,176,0.0032912250133101013,0.003285820786703344,99.7870383814917,272.0,5.60947179518496,14
PA14_62970,406,0.006788151589952084,0.006765215824746051,99.50873626639563,561.0,6.331501849893691,53
PA14_62990,52,0.0008712066211703209,0.0008708273409535739,99.93707952180436,72.0,4.290459441148391,7
PA14_63080,49,0.000726005517641934,0.000725742103121997,99.94070954939257,60.0,4.110873864173311,4
PA14_63120,106,0.0020570156333188133,0.0020549028734848512,99.87173902521658,170.0,5.14166355650266,4
PA14_63580,28,0.00047190358646725716,0.0004717922749872778,99.96611974251005,39.0,3.6888794541139363,3
PA14_63605,272,0.0045859348531048835,0.004575451492320832,99.67087749866899,379.0,5.940171252720432,8
PA14_64100,22,0.0003509026668602681,0.00035084111491820273,99.97337979768646,29.0,3.4011973816621555,3
PA14_64110,116,0.0020086152654760175,0.0020066006950472124,99.8596389332559,166.0,5.117993812416755,9
PA14_64960,43,0.0006776051497991384,0.0006773756790841288,99.947969604569,56.0,4.04305126783455,4
PA14_65000,87,0.0013431102076375781,0.0013422090419422947,99.89472919994192,111.0,4.718498871295094,18
PA14_65130,32,0.0005203039543100528,0.0005201686431408739,99.96127970572576,43.0,3.784189633918261,3
PA14_65150,75,0.0011374086443056968,0.0011367622851635162,99.90924931029475,94.0,4.553876891600541,8
PA14_65160,93,0.001597212138812255,0.0015959379520879729,99.88746914476549,132.0,4.890349128221754,10
PA14_65170,429,0.007223754900537244,0.007197788557780879,99.48090605488602,597.0,6.393590753950631,19
PA14_65180,190,0.0032670248293887034,0.0032616996988411116,99.77009825274672,270.0,5.602118820879701,18
PA14_65200,35,0.000605004598034945,0.0006048216565363696,99.95764967813756,50.0,3.9318256327243257,6
PA14_65230,106,0.001827113886065534,0.0018254467438860648,99.87173902521658,151.0,5.0238805208462765,7
PA14_65260,12,0.00020570156333188133,0.00020568040966614776,99.98547988964717,17.0,2.8903717578961645,3
PA14_65270,77,0.0013431102076375781,0.0013422090419422947,99.90682929190262,111.0,4.718498871295094,8
PA14_65280,122,0.002069115725279512,0.0020669780535561206,99.85237887807948,171.0,5.147494476813453,7
PA14_65300,75,0.0013431102076375781,0.0013422090419422947,99.90924931029475,111.0,4.718498871295094,6
PA14_65310,44,0.0007502057015633318,0.0007499244379276008,99.94675959537292,62.0,4.143134726391533,4
PA14_65320,16,0.00022990174725327913,0.0002298753238963571,99.98063985286288,19.0,2.995732273553991,4
PA14_65450,35,0.0005808044141135473,0.0005806358125096988,99.95764967813756,48.0,3.8918202981106265,4
PA14_65605,101,0.0015851120468515561,0.0015838570827484682,99.87778907119694,131.0,4.882801922586371,6
PA14_66170,84,0.001452011035283868,0.001450957886592996,99.89835922753014,120.0,4.795790545596741,3
PA14_66250,80,0.0011495087362663955,0.0011488485569718298,99.90319926431441,95.0,4.564348191467836,4
PA14_66260,34,0.000738105609602633,0.0007378333436229634,99.95885968733363,61.0,4.127134385045092,5
PA14_66290,328,0.005203039543100528,0.005189550501968806,99.60311698368908,430.0,6.066108090103747,20
PA14_66310,143,0.0022385170127292965,0.002236015266293507,99.826968684962,185.0,5.225746673713202,13
PA14_66620,64,0.0010164077246987077,0.0010158915321124388,99.92255941145153,84.0,4.442651256490317,6
PA14_66680,53,0.0008107061613668264,0.0008103777166295812,99.9358695126083,67.0,4.219507705176107,3
PA14_67090,33,0.00048400367842795606,0.0004838865864280391,99.9600696965297,40.0,3.713572066704308,3
PA14_67510,4,4.84003678427956e-05,4.8399196582784734e-05,99.99515996321571,4.0,1.6094379124341003,3
PA14_67580,13,0.0003146023909781714,0.0003145529140227405,99.9842698804511,26.0,3.295836866004329,6
PA14_67600,145,0.0023837181162576835,0.002380881567023709,99.82454866656987,197.0,5.288267030694535,12
PA14_67720,36,0.000617104689995644,0.0006169143591950977,99.95643966894148,51.0,3.9512437185814275,5
PA14_67810,93,0.00121000919606989,0.0012092777249410054,99.88746914476549,100.0,4.61512051684126,5
PA14_67930,14,0.00024200183921397803,0.00024197256149229964,99.98305987125502,20.0,3.044522437723423,3
PA14_67975,57,0.0009922075407773098,0.000991715628234655,99.93102947582402,82.0,4.418840607796598,3
PA14_68150,65,0.0009075068970524176,0.0009070953616303211,99.92134940225546,75.0,4.330733340286331,9
PA14_68200,28,0.00048400367842795606,0.0004838865864280391,99.96611974251005,40.0,3.713572066704308,4
PA14_68300,1178,0.020086152654760176,0.019887087116368465,98.57460916702966,1660.0,7.415175109613295,56
PA14_68330,622,0.00980107448816611,0.009753355502486601,99.24737428004453,810.0,6.698268054115413,34
PA14_68340,288,0.004924737428004452,0.004912650575444108,99.65151735153187,407.0,6.0112671744041615,26
PA14_68360,79,0.0013915105754803737,0.001390543321831352,99.90440927351048,115.0,4.7535901911063645,3
PA14_68580,115,0.0020812158172402112,0.0020790530878191773,99.86084894245197,172.0,5.153291594497779,5
PA14_69090,63,0.0010769081845022023,0.0010763287348553442,99.9237694206476,89.0,4.499809670330265,6
PA14_69150,21,0.0003267024829388703,0.00032664912730332054,99.97458980688253,27.0,3.332204510175204,3
PA14_69230,26,0.00044770340254585936,0.00044760321327980194,99.96853976090219,37.0,3.6375861597263857,3
PA14_69240,69,0.00121000919606989,0.0012092777249410054,99.91650936547117,100.0,4.61512051684126,5
PA14_69370,83,0.0013673103915589758,0.0013663764739121498,99.89956923672621,113.0,4.736198448394496,5
PA14_69630,16,0.0003267024829388703,0.00032664912730332054,99.98063985286288,27.0,3.332204510175204,3
PA14_69670,27,0.00045980349450655826,0.00045969781727237815,99.96732975170612,38.0,3.6635616461296463,3
PA14_69770,15,0.00024200183921397803,0.00024197256149229964,99.98184986205895,20.0,3.044522437723423,3
PA14_69850,25,0.0003872029427423648,0.0003871279990279244,99.96974977009825,32.0,3.4965075614664802,4
PA14_69990,24,0.00039930303470306377,0.00039922333446196185,99.97095977929432,33.0,3.5263605246161616,3
PA14_70140,44,0.0007865059774454286,0.0007861968436988902,99.94675959537292,65.0,4.189654742026425,3
PA14_70180,10,0.0001452011035283868,0.00014519056286848518,99.9878999080393,12.0,2.5649493574615367,4
PA14_70190,144,0.002565219495668167,0.002561934936016212,99.82575867576594,212.0,5.3612921657094255,13
PA14_70270,196,0.002952422438410532,0.00294807259888915,99.7628381975703,244.0,5.501258210544727,6
PA14_70470,116,0.0017666134262620395,0.0017650548001530012,99.8596389332559,146.0,4.990432586778736,4
PA14_70480,41,0.000605004598034945,0.0006048216565363696,99.95038962296114,50.0,3.9318256327243257,5
PA14_70580,15,0.0002783021150960747,0.0002782633962459666,99.98184986205895,23.0,3.1780538303479458,5
PA14_70950,50,0.0008954068050917187,0.0008950061675562969,99.93949954019651,74.0,4.31748811353631,5
PA14_71650,102,0.0016456125066550507,0.0016442599700248442,99.87657906200087,136.0,4.919980925828125,11
PA14_71720,37,0.0006413048739170418,0.0006410993258210226,99.95522965974541,53.0,3.9889840465642745,3
PA14_71750,15,0.0002783021150960747,0.0002782633962459666,99.98184986205895,23.0,3.1780538303479458,3
PA14_71760,10,0.0001815013794104835,0.00018148491002789986,99.9878999080393,15.0,2.772588722239781,3
PA14_71800,12,0.0001815013794104835,0.00018148491002789986,99.98547988964717,15.0,2.772588722239781,3
PA14_71820,12,0.0003388025748995692,0.00033874519426729474,99.98547988964717,28.0,3.367295829986474,3
PA14_72070,12,0.0001694012874497846,0.0001693869406719087,99.98547988964717,14.0,2.70805020110221,3
PA14_72460,28,0.0005445041382314506,0.0005443559496436011,99.96611974251005,45.0,3.828641396489095,4
PA14_72490,85,0.0014278108513624704,0.0014267924986769306,99.89714921833406,118.0,4.77912349311153,5
PA14_72500,16,0.00039930303470306377,0.00039922333446196185,99.98063985286288,33.0,3.5263605246161616,3
PA14_72540,117,0.0018634141619476307,0.0018616801595537345,99.85842892405982,154.0,5.043425116919247,5
PA14_72650,110,0.001730313150379943,0.0017288178831859312,99.86689898843231,143.0,4.969813299576001,3
PA14_73140,59,0.0009922075407773098,0.000991715628234655,99.92860945743188,82.0,4.418840607796598,4
PA14_73230,63,0.0009559072648952132,0.0009554506764932871,99.9237694206476,79.0,4.382026634673881,3
PA14_73240,735,0.012692996466773148,0.012613115628399939,99.11064324088863,1049.0,6.956545443151569,45
PA14_73250,412,0.0069696529693625674,0.0069454772042337205,99.50147621121921,576.0,6.3578422665081,39
PA14_73260,561,0.009813174580126809,0.009765338079819302,99.3211848410048,811.0,6.699500340161678,44
PA14_73280,860,0.013709404191471855,0.013616280458451622,98.9593920913799,1133.0,7.033506484287697,46
PA14_73290,346,0.00572334349741058,0.0057070273925291055,99.58133681815981,473.0,6.161207321695077,26
