gene_id,gene_name,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
PA14_03430,PA14_03430,24,0.0002713244022384263,0.00027128760042947,99.97286755977616,24.0,3.2188758248682006,19
PA14_03450,PA14_03450,518,0.006330902718896614,0.006310946736248823,99.41439149850207,560.0,6.329720905522696,439
PA14_03490,PA14_03490,3,3.391555027980329e-05,3.3914975160531515e-05,99.99660844497203,3.0,1.3862943611198906,3
PA14_03610,PA14_03610,328,0.0037307105307783617,0.0037237686902209036,99.62918998360747,330.0,5.802118375377063,284
PA14_03670,PA14_03670,58,0.0007461421061556723,0.000745863880523021,99.93442993612571,66.0,4.204692619390966,48
PA14_03700,PA14_03700,32,0.0003730710530778362,0.00037300147937593215,99.96382341303487,33.0,3.5263605246161616,30
PA14_03730,PA14_03730,302,0.0034819964953931378,0.0034759483812048177,99.65858346051665,308.0,5.733341276897746,260
PA14_03800,PA14_03800,295,0.003436775761686733,0.003430883544162908,99.66649708891526,304.0,5.720311776607412,257
PA14_03810,PA14_03810,627,0.0072240122095981,0.007198044021402282,99.29116499915212,639.0,6.461468176353717,553
PA14_03840,PA14_03840,90,0.0010626872421005031,0.00106212298972706,99.8982533491606,94.0,4.553876891600541,80
PA14_03860,PA14_03860,528,0.006421344186309423,0.0064008151913582285,99.40308631507546,568.0,6.343880434126331,439
PA14_03880,PA14_03880,17,0.00021479848510542083,0.00021477541921377231,99.98078118817479,19.0,2.995732273553991,15
PA14_03900,PA14_03900,79,0.0009948561415408965,0.0009943616001409036,99.91068905092985,88.0,4.48863636973214,66
PA14_03920,PA14_03920,514,0.006353513085749816,0.006333414607194316,99.41891357187271,562.0,6.333279628139691,446
PA14_03940,PA14_03940,13,0.00014696738454581426,0.00014695658589777388,99.98530326154543,13.0,2.639057329615259,10
PA14_03960,PA14_03960,393,0.004567294104346843,0.004556895666423722,99.55570629133457,404.0,6.003887067106539,350
PA14_04000,PA14_04000,10,0.00011305183426601097,0.00011304544438898252,99.9886948165734,10.0,2.3978952727983707,10
PA14_04010,PA14_04010,109,0.0014357582951783393,0.001434728579734411,99.87677350065005,127.0,4.852030263919617,93
PA14_04020,PA14_04020,32,0.0003956814199310384,0.00039560315868166667,99.96382341303487,35.0,3.58351893845611,29
PA14_04030,PA14_04030,11,0.00012435701769261207,0.00012434928599967425,99.98756429823074,11.0,2.4849066497880004,8
PA14_04050,PA14_04050,959,0.011983494432197163,0.011912260882659212,98.91583290938895,1060.0,6.966967138613983,817
PA14_04090,PA14_04090,107,0.0013340116443389294,0.0013331226413443816,99.87903453733537,118.0,4.77912349311153,92
PA14_04110,PA14_04110,122,0.0014696738454581426,0.001468594931823533,99.86207676219546,130.0,4.875197323201151,103
PA14_04140,PA14_04140,32,0.0003617658696512351,0.00036170044815671314,99.96382341303487,32.0,3.4965075614664802,25
PA14_04160,PA14_04160,571,0.007099655191905489,0.007074571294686993,99.35447402634108,628.0,6.444131256700441,480
PA14_04270,PA14_04270,30,0.0003617658696512351,0.00036170044815671314,99.9660844497202,32.0,3.4965075614664802,27
PA14_04310,PA14_04310,146,0.00175230343112317,0.0017507699386338908,99.83494432197162,155.0,5.049856007249537,130
PA14_04320,PA14_04320,336,0.003888983098750777,0.003881440552877492,99.6201458368662,344.0,5.84354441703136,293
PA14_04370,PA14_04370,8,9.044146741280877e-05,9.043737782987161e-05,99.99095585325873,8.0,2.1972245773362196,5
PA14_04390,PA14_04390,193,0.002193205584760613,0.0021908040201676633,99.78180995986659,194.0,5.272999558563747,167
PA14_04410,PA14_04410,410,0.004793397772878865,0.004781946022390513,99.53648747950935,424.0,6.052089168924417,362
